6425977.0,1000679766.0,1076732108.0,208393530550.0,159517546173.0,228250480728.0,48170343729822.0,32348412851371.0,33302494583359.0,53223045427160.0
9660702.0,1483416863.0,1383223861.0,295730478727.0,213761615501.0,263949418043.0,65996657946269.0,42516325409967.0,40648910637071.0,57022338047095.0
9269217.0,1550864179.0,1145457830.0,325289541893.0,191395347823.0,216980684186.0,75128687982319.0,40586236067249.0,36153228246339.0,47997402875084.0
9200923.0,1457840683.0,1237209329.0,304826910693.0,195837946749.0,239519891169.0,70710530291953.0,41093477989723.0,37752025947585.0,54162431017883.0
7531784.0,1055279356.0,1140049515.0,205054365030.0,161026731637.0,226728337813.0,45561380004568.0,31405737692029.0,32768645356947.0,51073144309665.0
10402056.0,1410905162.0,1119676710.0,272892862476.0,147021663902.0,186856162410.0,60657470550938.0,28333416664586.0,24532018063676.0,38259709755780.0
8036052.0,1195081719.0,907458338.0,234851782487.0,137353248629.0,163841615330.0,51779373944253.0,27895498626585.0,24740247456839.0,35821124975780.0
12607049.0,1953627566.0,1603672411.0,396908371822.0,252078329177.0,300367066083.0,89892953472614.0,51700750784043.0,47323008835631.0,66222702357079.0
7129708.0,976620667.0,1063259456.0,189843590701.0,150941942366.0,220469873038.0,42152712545977.0,30387905008366.0,31726218070434.0,51894123563078.0
7802850.0,1154003548.0,950630149.0,239078127856.0,140944795175.0,188956162043.0,55817636755156.0,29471644760969.0,28178060812101.0,44839140579427.0
9332260.0,1486273085.0,1197545839.0,309464352309.0,204204928108.0,229324780895.0,71586473360363.0,44183469055948.0,40619426346250.0,51471557674063.0
